construct,standard,host,kind,iso_clause,std_ref,arabic,aramaic,assamese,bengali,dari,gujarati,hebrew,hindi,kannada,kashmiri,malayalam,marathi,nepali,odia,pali,pashto,persian,phoenician,prakrit,punjabi,sanskrit,shahmukhi,sindhi,syriac,tamil,telugu,urdu
C_FREAD,fread,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ख_पढ़ो,,,,,,,,,,,,,,,,,,,
C_FREE,free,c,identifier,,ISO/IEC 9899:2011,,,,,,,,मुक्त,,,,,,,,,,,,,,,,,,,
C_FREOPEN,freopen,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ख_व_खोलो,,,,,,,,,,,,,,,,,,,
C_FRIEND,friend,c,identifier,,ISO/IEC 9899:2011,,,,,,,,मित्र,,,,,,,,,,,,,,,,,,,
C_FSCANF,fscanf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ख_पूछो,,,,,,,,,,,,,,,,,,,
C_FSEEK,fseek,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ख_जाओ,,,,,,,,,,,,,,,,,,,
C_FSETPOS,fsetpos,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ख_स्थान_दो,,,,,,,,,,,,,,,,,,,
C_FSTAT,fstat,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ख_स्थिति,,,,,,,,,,,,,,,,,,,
C_FTELL,ftell,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ख_बताओ,,,,,,,,,,,,,,,,,,,
C_FWRITE,fwrite,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ख_डालो,,,,,,,,,,,,,,,,,,,
C_GETC,getc,c,identifier,,ISO/IEC 9899:2011,,,,,,,,अ_लो,,,,,,,,,,,,,,,,,,,
C_GETCHAR,getchar,c,identifier,,ISO/IEC 9899:2011,,,,,,,,अक्षर_लो,,,,,,,,,,,,,,,,,,,
C_GETENV,getenv,c,identifier,,ISO/IEC 9899:2011,,,,,,,,दो_पर्या,,,,,,,,,,,,,,,,,,,
C_GETS,gets,c,identifier,,ISO/IEC 9899:2011,,,,,,,,माला_लो,,,,,,,,,,,,,,,,,,,
C_GMTIME,gmtime,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_जमट,,,,,,,,,,,,,,,,,,,
C_GOTO,goto,c,identifier,6.8.6.1,ISO/IEC 9899:2011,,,,,,,,जाओ,,,,,,,,,,,,,,,,,,,جاؤ
C_IF,if,c,identifier,6.8.4.1,ISO/IEC 9899:2011,إذا,𐡄𐡍,যদি,যদি,إذا,જો,אם,यदि,ಆದರೆ,إذا,എങ്കിൽ,जर,यदि,ଯଦି,सचे,إذا,اگر,𐤀𐤌,जइ,ਜੇ,यदि,إذا,إذا,ܐܢ,எனில்,ఒకవేళ,اگر
C_INLINE,inline,c,identifier,6.7.4,ISO/IEC 9899:2011,,,,,,,,अंतरभूत,,,,,,,,,,,,,,,,,,,
C_INT,int,c,identifier,6.7.2,ISO/IEC 9899:2011,صحيح,שלם,পূৰ্ণসংখ্যা,পূর্ণসংখ্যা,صحيح,પૂર્ણાંક,שלם,पूर्णांक,ಪೂರ್ಣಾಂಕ,صحيح,പൂർണ്ണസംഖ്യ,पूर्णांक,पूर्णाङ्क,ପୂର୍ଣ୍ଣସଂଖ୍ୟା,पूर्णङ्क,صحيح,صحیح,שלם,पुण्णंक,ਪੂਰਨਅੰਕ,पूर्णाङ्क,صحيح,صحيح,שלם,முழு,పూర్ణాంకం,صحیح
C_ISALNUM,isalnum,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_अक्षर_अंक,,,,,,,,,,,,,,,,,,,
C_ISALPHA,isalpha,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_अक्षर,,,,,,,,,,,,,,,,,,,
C_ISCNTRL,iscntrl,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_नियंत्रण,,,,,,,,,,,,,,,,,,,
C_ISDIGIT,isdigit,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_अंक,,,,,,,,,,,,,,,,,,,
C_ISFINITE,isfinite,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_सीमित,,,,,,,,,,,,,,,,,,,
C_ISGRAPH,isgraph,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_चित्र,,,,,,,,,,,,,,,,,,,
C_ISLOWER,islower,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_छोटा,,,,,,,,,,,,,,,,,,,
C_ISODIGIT,isodigit,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_अष्टक,,,,,,,,,,,,,,,,,,,
C_ISPRINT,isprint,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_छाप,,,,,,,,,,,,,,,,,,,
C_ISPUNCT,ispunct,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_विराम,,,,,,,,,,,,,,,,,,,
C_ISSPACE,isspace,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_खाली,,,,,,,,,,,,,,,,,,,
C_ISUPPER,isupper,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_बड़ा,,,,,,,,,,,,,,,,,,,
C_ISXDIGIT,isxdigit,c,identifier,,ISO/IEC 9899:2011,,,,,,,,है_षष्ठादशक,,,,,,,,,,,,,,,,,,,
C_JMP_BUF,jmp_buf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,लाँघ_बफ,,,,,,,,,,,,,,,,,,,
C_KILL,kill,c,identifier,,ISO/IEC 9899:2011,,,,,,,,समाप्त,,,,,,,,,,,,,,,,,,,
C_LABS,labs,c,identifier,,ISO/IEC 9899:2011,,,,,,,,द_असल,,,,,,,,,,,,,,,,,,,
C_LCONV,lconv,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स्था_बदल,,,,,,,,,,,,,,,,,,,
C_LDIV,ldiv,c,identifier,,ISO/IEC 9899:2011,,,,,,,,द_भाग,,,,,,,,,,,,,,,,,,,
C_LDIV_T,ldiv_t,c,identifier,,ISO/IEC 9899:2011,,,,,,,,द_भाग_प्रकार,,,,,,,,,,,,,,,,,,,
C_LOCALECONV,localeconv,c,identifier,,ISO/IEC 9899:2011,,,,,,,,क्षेत्र_बदलो,,,,,,,,,,,,,,,,,,,
C_LOCALTIME,localtime,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_स्थानीय,,,,,,,,,,,,,,,,,,,
C_LONG,long,c,identifier,6.7.2,ISO/IEC 9899:2011,,,,,,,,दीर्घ,,,,,,,,,,,,,,,,,,,طویل
C_LONGJMP,longjmp,c,identifier,,ISO/IEC 9899:2011,,,,,,,,दीर्घ_लाँघ,,,,,,,,,,,,,,,,,,,
C_MALLOC,malloc,c,identifier,,ISO/IEC 9899:2011,,,,,,,,दो_स्मृति,,,,,,,,,,,,,,,,,,,
C_MEMCHR,memchr,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_प्रथम,,,,,,,,,,,,,,,,,,,
C_MEMCMP,memcmp,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_भेद,,,,,,,,,,,,,,,,,,,
C_MEMCPY,memcpy,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_नकल,,,,,,,,,,,,,,,,,,,
C_MEMMOVE,memmove,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_हटाओ,,,,,,,,,,,,,,,,,,,
C_MEMSET,memset,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_रखो,,,,,,,,,,,,,,,,,,,
C_MKDIR,mkdir,c,identifier,,ISO/IEC 9899:2011,,,,,,,,सूची_गढ़ो,,,,,,,,,,,,,,,,,,,
C_MKTIME,mktime,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_गढ़ो,,,,,,,,,,,,,,,,,,,
C_OFFSETOF,offsetof,c,identifier,,ISO/IEC 9899:2011,,,,,,,,दुरत्व,,,,,,,,,,,,,,,,,,,
C_OPEN,open,c,identifier,,ISO/IEC 9899:2011,,,,,,,,खोलो,,,,,,,,,,,,,,,,,,,
C_OPENDIR,opendir,c,identifier,,ISO/IEC 9899:2011,,,,,,,,सूची_खोलो,,,,,,,,,,,,,,,,,,,
C_OPERATOR,operator,c,identifier,,ISO/IEC 9899:2011,,,,,,,,चालक,,,,,,,,,,,,,,,,,,,
C_PAUSE,pause,c,identifier,,ISO/IEC 9899:2011,,,,,,,,छोड़ो,,,,,,,,,,,,,,,,,,,
C_PERROR,perror,c,identifier,,ISO/IEC 9899:2011,,,,,,,,लिखो_त्रुटि,,,,,,,,,,,,,,,,,,,
C_POW,pow,c,identifier,,ISO/IEC 9899:2011,,,,,,,,घात,,,,,,,,,,,,,,,,,,,
C_PRINTF,printf,c,identifier,7.21.6.3,ISO/IEC 9899:2011,اكتب,כתוב,লিখক,লেখো,اكتب,લખો,כתוב,लिखो,ಬರೆ,اكتب,എഴുതുക,लिहा,लेख,ଲେଖନ୍ତୁ,लिख,اكتب,بنویس,כתוב,लिह,ਲਿਖੋ,लिख,اكتب,اكتب,כתוב,எழுது,వ్రాయి,لکھو
C_PRIVATE,private,c,identifier,,ISO/IEC 9899:2011,خاص,פרטי,ব্যক্তিগত,ব্যক্তিগত,خاص,ખાનગી,פרטי,निजी,ಖಾಸಗಿ,خاص,സ്വകാര്യ,खाजगी,निजी,ବ୍ୟକ୍ତିଗତ,गुत्त,خاص,خصوصی,פרטי,गुत्त,ਨਿਜੀ,गुप्त,خاص,خاص,פרטי,தனிப்பட்ட,అంతరంగ,نجی
C_PROTECTED,protected,c,identifier,,ISO/IEC 9899:2011,,,,,,,,रक्षित,,,,,,,,,,,,,,,,,,,
C_PTRDIFF_T,ptrdiff_t,c,identifier,,ISO/IEC 9899:2011,,,,,,,,सूचक_भेद_प्रकार,,,,,,,,,,,,,,,,,,,
C_PUBLIC,public,c,identifier,,ISO/IEC 9899:2011,عام,ציבורי,ৰাজহুৱা,সর্বজনীন,عام,જાહેર,ציבורי,सार्वजनिक,ಸಾರ್ವಜನಿಕ,عام,പൊതു,सार्वजनिक,सार्वजनिक,ସର୍ବସାଧାରଣ,साधारण,عام,عمومی,ציבורי,साहत्त,ਜਨਤਕ,सार्वजनिक,عام,عام,ציבורי,பொது,బహిరంగ,عوامی
C_PUTC,putc,c,identifier,,ISO/IEC 9899:2011,,,,,,,,अ_दो,,,,,,,,,,,,,,,,,,,
C_PUTCHAR,putchar,c,identifier,,ISO/IEC 9899:2011,,,,,,,,अक्षर_दो,,,,,,,,,,,,,,,,,,,
C_PUTS,puts,c,identifier,,ISO/IEC 9899:2011,,,,,,,,माला_दो,,,,,,,,,,,,,,,,,,,
C_QSORT,qsort,c,identifier,,ISO/IEC 9899:2011,,,,,,,,क्विक,,,,,,,,,,,,,,,,,,,
C_RAISE,raise,c,identifier,,ISO/IEC 9899:2011,,,,,,,,उठाओ,,,,,,,,,,,,,,,,,,,اٹھاؤ
C_RAND,rand,c,identifier,,ISO/IEC 9899:2011,,,,,,,,अक्रम,,,,,,,,,,,,,,,,,,,
C_READ,read,c,identifier,,ISO/IEC 9899:2011,,,,,,,,पढ़ो,,,,,,,,,,,,,,,,,,,
C_READDIR,readdir,c,identifier,,ISO/IEC 9899:2011,,,,,,,,सूची_पढ़ो,,,,,,,,,,,,,,,,,,,
C_REALLOC,realloc,c,identifier,,ISO/IEC 9899:2011,,,,,,,,पुनः_स्मृति,,,,,,,,,,,,,,,,,,,
C_REGISTER,register,c,identifier,6.7.1,ISO/IEC 9899:2011,,,,,,,,रेजिस्टर,,,,,,,,,,,,,,,,,,,رجسٹر
C_REMOVE,remove,c,identifier,,ISO/IEC 9899:2011,,,,,,,,हटाओ,,,,,,,,,,,,,,,,,,,
C_RENAME,rename,c,identifier,,ISO/IEC 9899:2011,,,,,,,,नाम,,,,,,,,,,,,,,,,,,,
C_RETURN,return,c,identifier,6.8.6.4,ISO/IEC 9899:2011,أرجع,החזר,ঘূৰাই,ফেরত,أرجع,પાછા,החזר,लौटाओ,ಹಿಂತಿರುಗಿಸು,أرجع,മടക്കുക,परत,फर्काऊ,ଫେରାଅ,पटिनिवत्त,أرجع,بازگرد,החזר,निअत्त,ਵਾਪਸ,प्रत्यागम,أرجع,أرجع,ܦܢܐ,திரும்பு,తిరిగి,واپس
C_REWIND,rewind,c,identifier,,ISO/IEC 9899:2011,,,,,,,,शुरुआत,,,,,,,,,,,,,,,,,,,
C_REWINDDIR,rewinddir,c,identifier,,ISO/IEC 9899:2011,,,,,,,,सूची_शुरु,,,,,,,,,,,,,,,,,,,
C_RMDIR,rmdir,c,identifier,,ISO/IEC 9899:2011,,,,,,,,सूची_हटाओ,,,,,,,,,,,,,,,,,,,
C_SCANF,scanf,c,identifier,7.21.6.4,ISO/IEC 9899:2011,اقرأ,קרא,পঢ়ক,পড়ো,اقرأ,વાંચો,קרא,पढ़ो,ಓದು,اقرأ,വായിക്കുക,वाचा,पढ,ପଢନ୍ତୁ,पठ,اقرأ,بخوان,קרא,पढ,ਪੜ੍ਹੋ,पठ,اقرأ,اقرأ,קרא,படி,చదువు,پڑھو
C_SETBUF,setbuf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,रखो_बफ,,,,,,,,,,,,,,,,,,,
C_SETJMP,setjmp,c,identifier,,ISO/IEC 9899:2011,,,,,,,,बनाओ_लाँघ,,,,,,,,,,,,,,,,,,,
C_SETLOCALE,setlocale,c,identifier,,ISO/IEC 9899:2011,,,,,,,,रखो_क्षेत्र,,,,,,,,,,,,,,,,,,,
C_SETVBUF,setvbuf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,रखो_भबफ,,,,,,,,,,,,,,,,,,,
C_SHORT,short,c,identifier,6.7.2,ISO/IEC 9899:2011,,,,,,,,लघु,,,,,,,,,,,,,,,,,,,مختصر
C_SIG_ATOMIC_T,sig_atomic_t,c,identifier,,ISO/IEC 9899:2011,,,,,,,,संक_पूर्ण_प्रकार,,,,,,,,,,,,,,,,,,,
C_SIGNAL,signal,c,identifier,,ISO/IEC 9899:2011,,,,,,,,संकेत,,,,,,,,,,,,,,,,,,,
C_SIGNED,signed,c,identifier,6.7.2,ISO/IEC 9899:2011,,,,,,,,चिन्हित,,,,,,,,,,,,,,,,,,,علامتی
C_SIGPENDING,sigpending,c,identifier,,ISO/IEC 9899:2011,,,,,,,,संक_बाकी,,,,,,,,,,,,,,,,,,,
C_SIGSUSPEND,sigsuspend,c,identifier,,ISO/IEC 9899:2011,,,,,,,,संक_रोको,,,,,,,,,,,,,,,,,,,
C_SIZE_T,size_t,c,identifier,,ISO/IEC 9899:2011,,,,,,,,माप_प्रकार,,,,,,,,,,,,,,,,,,,
C_SIZEOF,sizeof,c,identifier,6.5.3.4,ISO/IEC 9899:2011,,,,,,,,माप,,,,,,,,,,,,,,,,,,,حجم
C_SPRINTF,sprintf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,प्र_लिखो,,,,,,,,,,,,,,,,,,,
C_SQRT,sqrt,c,identifier,,ISO/IEC 9899:2011,,,,,,,,वर्ग_मूल,,,,,,,,,,,,,,,,,,,
C_SRAND,srand,c,identifier,,ISO/IEC 9899:2011,,,,,,,,बेक्रम,,,,,,,,,,,,,,,,,,,
C_SSCANF,sscanf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,माला_पूछो,,,,,,,,,,,,,,,,,,,
C_STATIC,static,c,identifier,6.7.1,ISO/IEC 9899:2011,ساكن,סטטי,স্থিৰ,স্থির,ساكن,સ્થિર,סטטי,स्थिर,ಸ್ಥಿರ,ساكن,സ്ഥിതം,स्थिर,स्थिर,ସ୍ଥିର,ठित,ساكن,ایستا,סטטי,ठिअ,ਸਥਿਰ,स्थिर,ساكن,ساكن,סטטי,நிலையான,స్థిర,ساکن
C_STDERR,stderr,c,identifier,,ISO/IEC 9899:2011,,,,,,,,मानक_त्रुटि,,,,,,,,,,,,,,,,,,,
C_STDIN,stdin,c,identifier,,ISO/IEC 9899:2011,,,,,,,,मानक_निवेश,,,,,,,,,,,,,,,,,,,
C_STDOUT,stdout,c,identifier,,ISO/IEC 9899:2011,,,,,,,,मानक_निकास,,,,,,,,,,,,,,,,,,,
C_STRCAT,strcat,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_जोड़ो,,,,,,,,,,,,,,,,,,,
C_STRCHR,strchr,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_अक्षर,,,,,,,,,,,,,,,,,,,
C_STRCMP,strcmp,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_भेद,,,,,,,,,,,,,,,,,,,
C_STRCPY,strcpy,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_नकल,,,,,,,,,,,,,,,,,,,
C_STRCSPN,strcspn,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_खोज,,,,,,,,,,,,,,,,,,,
C_STRERROR,strerror,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_त्रुटि,,,,,,,,,,,,,,,,,,,
C_STRFTIME,strftime,c,identifier,,ISO/IEC 9899:2011,,,,,,,,स_माला,,,,,,,,,,,,,,,,,,,
C_STRLEN,strlen,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_माप,,,,,,,,,,,,,,,,,,,
C_STRNCAT,strncat,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_जोड़न,,,,,,,,,,,,,,,,,,,
C_STRNCMP,strncmp,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_भेदन,,,,,,,,,,,,,,,,,,,
C_STRNCPY,strncpy,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_नकलन,,,,,,,,,,,,,,,,,,,
C_STRRCHR,strrchr,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_खोजप,,,,,,,,,,,,,,,,,,,
C_STRSPN,strspn,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_अखोज,,,,,,,,,,,,,,,,,,,
C_STRSTR,strstr,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_माला,,,,,,,,,,,,,,,,,,,
C_STRTOD,strtod,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_से_भग्न,,,,,,,,,,,,,,,,,,,
C_STRTOK,strtok,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_मोहर,,,,,,,,,,,,,,,,,,,
C_STRTOL,strtol,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_से_दीर्घ,,,,,,,,,,,,,,,,,,,
C_STRTOUL,strtoul,c,identifier,,ISO/IEC 9899:2011,,,,,,,,म_से_अदीर्घ,,,,,,,,,,,,,,,,,,,
C_STRUCT,struct,c,identifier,6.7.2.1,ISO/IEC 9899:2011,بنية,מבנה,গঠন,কাঠামো,بنية,સંરચના,מבנה,संरचना,ರಚನೆ,بنية,ഘടന,संरचना,संरचना,ସଂରଚନା,सङ्घट,بنية,ساختار,מבנה,संघड,ਬਣਤਰ,संरचना,بنية,بنية,מבנה,கட்டமைப்பு,నిర్మాణం,ساخت
C_SWITCH,switch,c,identifier,6.8.4.2,ISO/IEC 9899:2011,بدل,בחר,নিৰ্বাচন,নির্বাচন,بدل,પસંદગી,בחר,चयन,ಆಯ್ಕೆ,بدل,തിരഞ്ഞെടുപ്പ്,निवड,चयन,ବାଛ,विकप्प,بدل,انتخاب,בחר,विअप्प,ਚੋਣ,विकल्प,بدل,بدل,בחר,தேர்வு,ఎంపిక,انتخاب
C_SYSTEM,system,c,identifier,,ISO/IEC 9899:2011,,,,,,,,प्रणाली,,,,,,,,,,,,,,,,,,,
C_TEMPLATE,template,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ढाँचा,,,,,,,,,,,,,,,,,,,
C_TIME,time,c,identifier,,ISO/IEC 9899:2011,,,,,,,,समय,,,,,,,,,,,,,,,,,,,
C_TIME_T,time_t,c,identifier,,ISO/IEC 9899:2011,,,,,,,,समय_प्रकार,,,,,,,,,,,,,,,,,,,
C_TIMES,times,c,identifier,,ISO/IEC 9899:2011,,,,,,,,बार,,,,,,,,,,,,,,,,,,,
C_TM,tm,c,identifier,,ISO/IEC 9899:2011,,,,,,,,पंचांग,,,,,,,,,,,,,,,,,,,
C_TMPFILE,tmpfile,c,identifier,,ISO/IEC 9899:2011,,,,,,,,क्षणिक_ख,,,,,,,,,,,,,,,,,,,
C_TMPNAM,tmpnam,c,identifier,,ISO/IEC 9899:2011,,,,,,,,क्षणिक,,,,,,,,,,,,,,,,,,,
C_TOLOWER,tolower,c,identifier,,ISO/IEC 9899:2011,,,,,,,,छोटे,,,,,,,,,,,,,,,,,,,
C_TOUPPER,toupper,c,identifier,,ISO/IEC 9899:2011,,,,,,,,बड़े,,,,,,,,,,,,,,,,,,,
C_TYPEDEF,typedef,c,identifier,6.7.1,ISO/IEC 9899:2011,,,,,,,,प्रकार,,,,,,,,,,,,,,,,,,,قسم
C_UNGETC,ungetc,c,identifier,,ISO/IEC 9899:2011,,,,,,,,अक्षर_वापस,,,,,,,,,,,,,,,,,,,
C_UNION,union,c,identifier,6.7.2.1,ISO/IEC 9899:2011,,,,,,,,जोड़,,,,,,,,,,,,,,,,,,,اتحاد
C_UNSIGNED,unsigned,c,identifier,6.7.2,ISO/IEC 9899:2011,,,,,,,,अचिन्हित,,,,,,,,,,,,,,,,,,,غیرعلامتی
C_VA_ARG,va_arg,c,identifier,,ISO/IEC 9899:2011,,,,,,,,बहु_तर्क,,,,,,,,,,,,,,,,,,,
C_VA_END,va_end,c,identifier,,ISO/IEC 9899:2011,,,,,,,,बहु_पूर्ण,,,,,,,,,,,,,,,,,,,
C_VA_START,va_start,c,identifier,,ISO/IEC 9899:2011,,,,,,,,बहु_शुरू,,,,,,,,,,,,,,,,,,,
C_VFPRINTF,vfprintf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,भख_लिखो,,,,,,,,,,,,,,,,,,,
C_VIRTUAL,virtual,c,identifier,,ISO/IEC 9899:2011,افتراضي,מדומה,আভাসী,আভাসী,افتراضي,આભાસી,מדומה,आभासी,ವಾಸ್ತವಿಕ,افتراضي,മായാ,आभासी,आभासी,ଆଭାସୀ,आभास,افتراضي,مجازی,מדומה,आभास,ਆਭਾਸੀ,आभास,افتراضي,افتراضي,מדומה,மெய்நிகர்,మాయా,مجازی
C_VOID,void,c,identifier,6.7.2,ISO/IEC 9899:2011,دالة,ריק,শূন্য,কাজ,دالة,વિધેય,ריק,कृत्य,ಕಾರ್ಯ,دالة,ധർമ്മം,कार्य,शून्य,କାର୍ଯ୍ୟ,सुञ्ञ,دالة,تابع,ריק,किरिया,ਕਾਰਜ,क्रिया,دالة,دالة,ריק,செயல்,ప్రమేయం,تابع
C_VOLATILE,volatile,c,identifier,6.7.3,ISO/IEC 9899:2011,,,,,,,,अस्थिर,,,,,,,,,,,,,,,,,,,متغیر
C_VPRINTF,vprintf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,भ_लिखो,,,,,,,,,,,,,,,,,,,
C_VSPRINTF,vsprintf,c,identifier,,ISO/IEC 9899:2011,,,,,,,,भम_लिखो,,,,,,,,,,,,,,,,,,,
C_WAIT,wait,c,identifier,,ISO/IEC 9899:2011,,,,,,,,रुको,,,,,,,,,,,,,,,,,,,
C_WCHAR_T,wchar_t,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ब_अक्षर_प्रकार,,,,,,,,,,,,,,,,,,,
C_WHILE,while,c,identifier,6.8.5.1,ISO/IEC 9899:2011,طالما,כלעוד,যেতিয়ালৈ,যতক্ষণ,طالما,જ્યાંસુધી,כלעוד,जबतक,ತನಕ,طالما,വരെ,पर्यंत,जबसम्म,ଯେପର୍ଯ୍ୟନ୍ତ,याव,طالما,تازمانیکه,כלעוד,जाव,ਜਦਤੱਕ,यावत्,طالما,طالما,ܟܡܐ,வரை,వరకు,جبتک
C_WRITE,write,c,identifier,,ISO/IEC 9899:2011,,,,,,,,ग_लिखो,,,,,,,,,,,,,,,,,,,
C_GETTIME,gettime,c,identifier,,ISO/IEC 9899:2011,,,,,,,,समय_लो,,,,,,,,,,,,,,,,,,,
C_SETTIME,settime,c,identifier,,ISO/IEC 9899:2011,,,,,,,,समय_रखो,,,,,,,,,,,,,,,,,,,
CPP_MAIN,main,cpp,identifier,,ISO/IEC 14882:2020,,,,,,,,मुख्य,,,,,,,,,,,,,,,,,,,مرکزی
CPP_ALLOC_H,alloc.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,भाग\.स,,,,,,,,,,,,,,,,,,,
CPP_ASSERT_H,assert.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,निश्चित\.स,,,,,,,,,,,,,,,,,,,
CPP_BIOS_H,bios.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,मूलप्रण\.स,,,,,,,,,,,,,,,,,,,
CPP_CONIO_H,conio.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,पट्टपन\.स,,,,,,,,,,,,,,,,,,,
CPP_CTYPE_H,ctype.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,प्रकार\.स,,,,,,,,,,,,,,,,,,,
CPP_DIR_H,dir.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,सूची\.स,,,,,,,,,,,,,,,,,,,
CPP_DOS_H,dos.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,डॉस\.स,,,,,,,,,,,,,,,,,,,
CPP_ERRNO_H,errno.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,त्रुटिसं\.स,,,,,,,,,,,,,,,,,,,
CPP_FLOAT_H,float.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,भग्न\.स,,,,,,,,,,,,,,,,,,,
CPP_IO_H,io.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,पन\.स,,,,,,,,,,,,,,,,,,,
CPP_LIMITS_H,limits.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,सीमा\.स,,,,,,,,,,,,,,,,,,,
CPP_LOCALE_H,locale.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,क्षेत्र\.स,,,,,,,,,,,,,,,,,,,
CPP_MATH_H,math.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,गणित\.स,,,,,,,,,,,,,,,,,,,
CPP_MEM_H,mem.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,स्मृति\.स,,,,,,,,,,,,,,,,,,,
CPP_PROCESS_H,process.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,क्रिया\.स,,,,,,,,,,,,,,,,,,,
CPP_SETJMP_H,setjmp.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,समलाँघ\.स,,,,,,,,,,,,,,,,,,,
CPP_SIGNAL_H,signal.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,संकेत\.स,,,,,,,,,,,,,,,,,,,
CPP_STDARG_H,stdarg.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,मानकतर्क\.स,,,,,,,,,,,,,,,,,,,
CPP_STDDEF_H,stddef.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,मानकघोष\.स,,,,,,,,,,,,,,,,,,,
CPP_STDIO_H,stdio.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,मानकपन\.स,,,,,,,,,,,,,,,,,,,معیاری.س
CPP_STDLIB_H,stdlib.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,मानककोष\.स,,,,,,,,,,,,,,,,,,,
CPP_STRING_H,string.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,माला\.स,,,,,,,,,,,,,,,,,,,
CPP_STAT_H,stat.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,स्थिति\.स,,,,,,,,,,,,,,,,,,,
CPP_TIME_H,time.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,समय\.स,,,,,,,,,,,,,,,,,,,
CPP_TIMEB_H,timeb.h,cpp,header,,ISO/IEC 14882:2020,,,,,,,,ब_समय\.स,,,,,,,,,,,,,,,,,,,
